Company,Reported_Amount,Extracted_Amount,Amount_Difference,Amount_Difference_Percentage,Reported_Round,Extracted_Round,Round_Match,Confidence_Score,Verification_Status,Matches,Mismatches,News_URL,Analysis_Date
GOMECANO,0.462,,,,SEED,,False,0.0,unverified,,,https://tribuca.net/numerique_54854232-video-go-mecano-roule-des-mecaniques,2025-03-11 21:37:29
Empower New Energy,3.2,,,,EARLY VC,,False,0.0,unverified,,,https://www.electrifi.eu/project/empower-new-energy/,2025-03-11 21:37:29
Weavr,0.0,500.0,500.0,,SEED,Seed,True,1.0,verified,round_type,,https://www.finextra.com/pressarticle/81551/weavrio-closes-500000-seed-round,2025-03-11 21:37:29
student tribe,2.64,,,,EARLY VC,,False,0.0,unverified,,,https://www.connectioncapital.co.uk/portfolio/student-tribe/,2025-03-11 21:37:29
Aprao - Development Appraisal Software,0.0,,,,SEED,,False,0.0,unverified,,,https://placetech.net/news/aprao-launches-development-appraisal-tool/,2025-03-11 21:37:29
Banjo Robinson,0.0,,,,SEED,,False,0.0,unverified,,,https://www.techstars.com/newsroom/meet-the-companies-techstars-london-2019-starts-here,2025-03-11 21:37:29
Adepto,2.64,2.0,0.6400000000000001,24.242424242424246,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://tech.eu/2019/07/18/talent-saas-company-adepto-scored-2-million-in-investment,2025-03-11 21:37:29
ProGrow,0.0,,,,SEED,,False,0.0,unverified,,,http://www.finsmes.com/2016/10/progrow-receives-investment-from-portugal-ventures.html,2025-03-11 21:37:29
PeptiSystems,0.726073,0.65,0.07607299999999995,10.477321150903553,EARLY VC,Seed,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/peptisystems-secured-650k-from-almi-invest-and-private-investors-news7555723163/,2025-03-11 21:37:29
VEOWARE,0.0,,,,SEED,Mission 3 accelerator programme,False,0.0,unverified,,round_type,https://www.fieldhouseassociates.com/2019/05/16/seraphim-space-camp-launches-mission-3/,2025-03-11 21:37:29
Hawa Dawa,0.0,,,,SEED,Mission 3 accelerator programme,False,0.0,unverified,,round_type,https://www.fieldhouseassociates.com/2019/05/16/seraphim-space-camp-launches-mission-3/,2025-03-11 21:37:29
Albacross,1.210121,10.0,8.789878999999999,726.3636446272727,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/albacross-secured-sek-10m-from-cni-news4750253567/,2025-03-11 21:37:29
PlayerMaker,0.0,,,,SERIES A,Not specified in the news article,False,0.0,unverified,,round_type,https://tech.eu/2019/05/24/playermaker-arsene-wenger,2025-03-11 21:37:29
Whistle Punks Urban Axe Throwing,1.5,,,,EARLY VC,Not specified in the news article,False,0.0,unverified,,round_type,https://www.editioncapital.co.uk/news/edition-invests-in-whistle-punks,2025-03-11 21:37:29
WizeCare,0.0,,,,SEED,,False,0.0,unverified,,,https://www.prweb.com/releases/upward_labs_announces_inaugural_aged_care_and_smart_building_cohort/prweb16274676.htm,2025-03-11 21:37:29
Xcademy,0.3,,,,EARLY VC,Not specified in the news article,False,0.0,unverified,,round_type,https://www.icandy.io/ici-to-take-20-stake-in-uk-based-video-influencer-platform/,2025-03-11 21:37:29
Abraham,6.395348,6.9,0.5046520000000001,7.890923214811768,LATE VC,Not specified,False,0.5,unverified,amount,round_type,"https://www.calcalistech.com/ctech/articles/0,7340,L-3758723,00.html",2025-03-11 21:37:29
Arksen,0.0,,,,SEED,,False,0.0,unverified,,,https://www.valacap.com/insights/first-look-at-arksens-incredible-new-adventure-yachts/,2025-03-11 21:37:29
Keelham Food Hall,11.22,8.5,2.7200000000000006,24.242424242424246,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.thetelegraphandargus.co.uk/news/17409961.new-stores-plan-keelham-farm-shop-8-5m-investment/,2025-03-11 21:37:29
Elementor,15.0,15.0,0.0,0.0,SERIES A,Not specified,False,0.5,unverified,amount,round_type,https://techcrunch.com/2020/02/26/elementor-raises-15m-for-its-wordpress-website-builder/,2025-03-11 21:37:29
Kashier,0.0,,,,SEED,,False,0.0,unverified,,,https://lateralfrontiers.com/portfolio/,2025-03-11 21:37:29
SolarAfrica Energy,24.0625,,,,LATE VC,,False,0.0,unverified,,,https://inspiredevolution.co.za/funds,2025-03-11 21:37:29
ThrustMe,0.0,,,,SEED,Not mentioned,False,0.0,unverified,,round_type,https://www.globalspaceventures.com/portfolio,2025-03-11 21:37:29
Lynxter,1.65,,,,SEED,,False,0.0,unverified,,,https://ift.tt/p9lxgCV,2025-03-11 21:37:29
PxE Holographic Imaging ( Formerly PxE Computational Imaging ),0.0,5.4,5.4,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.calcalistech.com/ctechnews/article/hjm8lbxwn,2025-03-11 21:37:29
Triply,0.0,,,,SEED,,False,0.0,unverified,,,https://www.tech2b.at/start-up/triply-gmbh,2025-03-11 21:37:29
StreamTV,0.0,,,,SEED,,False,0.0,unverified,,,https://www.tech2b.at/start-up/own3d-media-gmbh,2025-03-11 21:37:29
ClimateView,0.0,,,,SEED,,False,0.0,unverified,,,https://www.almi.se/en/almi-invest/portfolio/climateview/,2025-03-11 21:37:29
Fresh The Good Food Market,11.0,,,,EARLY VC,,False,0.0,unverified,,,https://m-a-worldwide.com/fresh-bwg/,2025-03-11 21:37:29
KidsBrandStore,4.453246,,,,LATE VC,,False,0.0,unverified,,,"https://news.cision.com/se/cni-nordic-5/r/cni-nordic-5-ab-investerar-i-tva-nya-portfoljbolag,c2706292",2025-03-11 21:37:29
Roobeo,0.825,,,,SEED,,False,0.0,unverified,,,https://www.deutsche-startups.de/2019/07/15/berliner-volksbank-ventures-portfolio-2019/,2025-03-11 21:37:29
Nu Quantum,0.0,,,,SEED,Mission 2,False,0.0,unverified,,round_type,https://medium.com/seraphim-space-camp/welcome-to-space-camp-mission-2-start-ups-revealed-ebe73ebc9d64,2025-03-11 21:37:29
Sofant Technologies,0.0,,,,SEED,,False,0.0,unverified,,,https://medium.com/seraphim-space-camp/welcome-to-space-camp-mission-2-start-ups-revealed-ebe73ebc9d64,2025-03-11 21:37:29
Market Beyond,0.0,,,,SEED,Acquisition,False,0.0,unverified,,round_type,https://www.calcalistech.com/ctechnews/article/rj9dqxpgs,2025-03-11 21:37:29
Actimed Therapeutics,1.716,1.25,0.46599999999999997,27.15617715617715,SEED,Seed A,False,0.0,unverified,,"amount, round_type",https://actimedtherapeutics.com/news/2/54/Actimed-Therapeutics-the-Cachexia-Company-Raises-1.25m-in-Seed-A-Round.html,2025-03-11 21:37:29
Bringo,2.1,,,,EARLY VC,,False,0.0,unverified,,,https://axessventures.com/fr/nos-startups,2025-03-11 21:37:29
Power Ledger,1.941177,23.0,21.058823,1084.8481617080772,SEED,Seed capital fund,False,0.0,unverified,,"amount, round_type",https://rac.com.au/about-rac/media/media-releases/january-2020/betterlabs-ventures-expands-seed-capital-fund-to-$23-million-to-become-largest-in-the-state,2025-03-11 21:37:29
Numida,0.05,,,,SEED,,False,0.0,unverified,,,https://www.prweb.com/releases/beyond_capital_continues_mission_to_support_small_businesses_with_latest_investment/prweb15708365.htm,2025-03-11 21:37:29
Recycla,0.726073,0.66,0.06607299999999994,9.10004916860976,EARLY VC,Seed,False,0.5,unverified,amount,round_type,https://nordic9.com/news/recycla-raises-660k-in-funding-from-gu-ventures-gokap-and-almi-invest-news4850892510/,2025-03-11 21:37:29
Re-Flow,0.0,,,,SEED,,False,0.0,unverified,,,https://re-flow.co.uk/news/re-flow-receives-international-investment,2025-03-11 21:37:29
mozzeno,1.1,,,,SEED,,False,0.0,unverified,,,https://www.mozzeno.com/nl/over-ons/ons-verhaal/,2025-03-11 21:37:29
Groundwork BioAg,1.1,,,,EARLY VC,,False,0.0,unverified,,,https://axessventures.com/fr/nos-startups,2025-03-11 21:37:29
Lending Works,3.696,,,,EARLY VC,Not specified in the news article,False,0.0,unverified,,round_type,https://realdeals.eu.com/news/2018/07/12/maven-leads-investment-peer-peer-finance-platform-lending-works/?utm_source=dlvr.it&utm_medium=twitter,2025-03-11 21:37:29
4Fun,1.375,,,,SEED,,False,0.0,unverified,,,https://www.capitalnuts.com/news/,2025-03-11 21:37:29
Pera,2.2,,,,SEED,Crowdfunding,False,0.0,unverified,,round_type,https://intellinews.com/romania-s-seedblink-crowdfunding-platform-to-raise-funds-for-european-expansion-211490/,2025-03-11 21:37:29
Solugate,0.0,,,,SEED,,False,0.0,unverified,,,http://t117.ndsoftnews.com/news/articleView.html?idxno=19672,2025-03-11 21:37:29
Cyance,0.419232,,,,SEED,,False,0.0,unverified,,,https://files.syndicateroom.com/fund-docs/F28-2017-portfolio-6MARCH2019.pdf,2025-03-11 21:37:29
Pass the Keys,1.716,,,,SEED,,False,0.0,unverified,,,https://files.syndicateroom.com/fund-docs/F28-2017-portfolio-6MARCH2019.pdf,2025-03-11 21:37:29
Ambicare Health Limited,0.653796,,,,EARLY VC,,False,0.0,unverified,,,https://files.syndicateroom.com/fund-docs/F28-2017-portfolio-6MARCH2019.pdf,2025-03-11 21:37:29
Pekama,0.5346,,,,SEED,,False,0.0,unverified,,,https://files.syndicateroom.com/fund-docs/F28-2017-portfolio-6MARCH2019.pdf,2025-03-11 21:37:29
Molecular Warehouse,1.32,,,,SERIES A,,False,0.0,unverified,,,https://files.syndicateroom.com/fund-docs/F28-2017-portfolio-6MARCH2019.pdf,2025-03-11 21:37:29
Bockatech,1.153152,,,,SEED,,False,0.0,unverified,,,https://files.syndicateroom.com/fund-docs/F28-2017-portfolio-6MARCH2019.pdf,2025-03-11 21:37:29
LuckyTrip,0.790284,,,,SEED,,False,0.0,unverified,,,https://files.syndicateroom.com/fund-docs/F28-2017-portfolio-6MARCH2019.pdf,2025-03-11 21:37:29
AlbaCo,0.0,,,,SEED,Not mentioned,False,0.0,unverified,,round_type,https://www.clydeblowerscapital.com/news-insights/posts/2020/may/cbc-plays-leading-role-in-the-creation-of-new-scottish-business-bank/,2025-03-11 21:37:29
Moodify,0.7,1.6,0.9000000000000001,128.5714285714286,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.prweb.com/releases/moodify_raises_1_6m_funding_for_advanced_functional_scents/prweb16557378.htm,2025-03-11 21:37:29
BreezoMeter,1.9,,,,EARLY VC,,False,0.0,unverified,,,https://axessventures.com/fr/nos-startups,2025-03-11 21:37:29
CyberVadis,0.0,7.0,7.0,,SEED,Series-A,False,0.0,unverified,,round_type,https://fintech.global/2023/05/23/cybervadis-locks-down-e7m-in-series-a-funding-led-by-zobito/,2025-03-11 21:37:29
Coyotta,1.3,8.5,7.2,553.8461538461538,SEED,Not specified,False,0.0,unverified,,"amount, round_type","https://www.calcalistech.com/ctech/articles/0,7340,L-3883496,00.html",2025-03-11 21:37:29
Storyblok,0.0,,,,SEED,,False,0.0,unverified,,,https://www.tech2b.at/start-up/storyblok-gmbh,2025-03-11 21:37:29
Grips Intelligence,0.0,,,,SEED,,False,0.0,unverified,,,https://www.iagcapitalpartners.com/portfolio/,2025-03-11 21:37:29
Dropit Shopping,12.5,25.0,12.5,100.0,SERIES B,Not specified,False,0.0,unverified,,"amount, round_type",https://techcrunch.com/2022/11/03/dropit-picks-up-25m-to-unify-retailers-inventories-and-digitize-brick-and-mortar-stores/,2025-03-11 21:37:29
Dropit Shopping,12.5,25.0,12.5,100.0,SERIES B,Not specified,False,0.0,unverified,,"amount, round_type",https://techcrunch.com/2022/11/03/dropit-picks-up-25m-to-unify-retailers-inventories-and-digitize-brick-and-mortar-stores/,2025-03-11 21:37:29
Dropit Shopping,12.5,25.0,12.5,100.0,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://techcrunch.com/2022/11/03/dropit-picks-up-25m-to-unify-retailers-inventories-and-digitize-brick-and-mortar-stores/,2025-03-11 21:37:29
Dropit Shopping,12.5,25.0,12.5,100.0,SERIES A,Not specified,False,0.0,unverified,,"amount, round_type",https://techcrunch.com/2022/11/03/dropit-picks-up-25m-to-unify-retailers-inventories-and-digitize-brick-and-mortar-stores/,2025-03-11 21:37:29
Cambri,0.0,,,,SEED,,False,0.0,unverified,,,https://gorillacapital.fi/portfolio/,2025-03-11 21:37:29
SNIPR Biome,2.933334,,,,SEED,,False,0.0,unverified,,,https://finans.dk/tech/ECE11747931/flyttede-fra-england-til-danmark-snipr-biome-er-paa-vej-med-banebrydende-afloeser-for-penicillin/,2025-03-11 21:37:29
Ideal of Sweden,9.680968,80.0,70.31903199999999,726.3636446272727,LATE VC,Not specified,False,0.0,unverified,,"amount, round_type",https://nordic9.com/news/ideal-of-sweden-raises-sek-80m-adds-cni-as-new-investor-in-the-company-news8370906295/,2025-03-11 21:37:29
Kura,5.016,,,,EARLY VC,,False,0.0,unverified,,,https://www.coachhire.com/blog/investment-from-stagecoach-founder,2025-03-11 21:37:29
Little Green Pharma,2.5,,,,EARLY VC,,False,0.0,unverified,,,https://bwequities.com.au/transactions/,2025-03-11 21:37:29
Flixxo,4.8,,,,EARLY VC,,False,0.0,unverified,,,https://www.prnewswire.com/news-releases/icofunding-launches-flixxo-can-blockchain-challenge-youtube-and-netflix-300542354.html,2025-03-11 21:37:29
East Africa Fruits,0.05,,,,SEED,Not mentioned,False,0.0,unverified,,round_type,https://www.fledge.co/2017/beyond-capital-invests-in-east-africa-fruit/,2025-03-11 21:37:29
ROXi,14.256,14.0,0.2560000000000002,1.795735129068464,SEED,Not specified,False,0.5,unverified,amount,round_type,https://www.businessinsider.com/electric-jukebox-raises-14-million-plans-go-public-2018-2017-8?r=US&IR=T,2025-03-11 21:37:29
Igetnow,0.0275,16.0,15.9725,58081.818181818184,SEED,Not specified,False,0.0,unverified,,"amount, round_type",https://www.deutsche-startups.de/2022/04/06/dealmonitor-avi-medical-garden/,2025-03-11 21:37:29
Cytrox Software,2.0,,,,SEED,Not specified in the news article,False,0.0,unverified,,round_type,https://en.globes.co.il/en/article-israel-aerospace-invests-in-two-cybersecurity-startups-1001195073,2025-03-11 21:37:29
Flock,0.0,,,,SEED,,False,0.0,unverified,,,https://www.lbbonline.com/news/rga-ventures-hosts-exclusive-demo-day-to-celebrate-iot-venture-studio-uk-graduates,2025-03-11 21:37:29
Axis Spine Technologies,0.0,,,,SEED,Not specified,False,0.0,unverified,,round_type,https://www.sharecast.com/news/news-and-announcements/mercia-asset-management-makes-two-new-direct-invesments--11031432.html,2025-03-11 21:37:29
EpiCura,0.0,,,,SEED,,False,0.0,unverified,,,https://socialfare.org/en/start-up/epicura/,2025-03-11 21:37:29
Zoovu,5.5,169.0,163.5,2972.7272727272725,SERIES A,Series C,False,0.0,unverified,,"amount, round_type",https://www.beringea.com/news/exits/beringea-completes-partial-exit-from-zoovu-as-part-of-usd169-million-series-c-led-by-ftv-capital,2025-03-11 21:37:29
Log'S,9.24,8.4,0.8399999999999999,9.09090909090909,EARLY VC,Not specified,False,0.5,unverified,amount,round_type,https://www.fusacq.com/buzz/le-prestataire-logistique-log-solutions-cloture-un-tour-de-table-de-8-4-m-a67338_fr_,2025-03-11 21:37:29
Qiriness,1.87,,,,SERIES A,,False,0.0,unverified,,,https://www.cfnews.net/L-actualite/Capital-innovation-developpement/Operations/Augmentation-de-capital/Qiriness-s-embellit-au-cote-d-un-investisseur-231437,2025-03-11 21:37:29
Plotagon,0.968097,8.0,7.031903,726.3634739080898,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",http://digital.di.se/artikel/svensk-snapchat-utmanare-drar-in-8-mkr,2025-03-11 21:37:29
Cimagine,0.0,,,,SEED,,False,0.0,unverified,,,https://fortune.com/2016/02/19/super-ventures-augmented-reality/,2025-03-11 21:37:29
Adabra,0.0,1.0,1.0,,SEED,Seed,True,1.0,verified,round_type,,https://www.economyup.it/startup/club-acceleratori-primo-investimento-da-un-milione-in-7-startup/,2025-03-11 21:37:29
Advanced Sport Instruments,0.0,,,,SEED,,False,0.0,unverified,,,https://ventures.arcanys.com/portfolio,2025-03-11 21:37:29
Mo,0.0,,,,SEED,,False,0.0,unverified,,,https://www.wearecreative.uk/support/creative-enterprise/investment/equity-portfolio/,2025-03-11 21:37:29
WaystoCap,0.0,,,,SEED,,False,0.0,unverified,,,https://mena.500.co/companies,2025-03-11 21:37:29
Beach Bum,3.0,,,,SEED,,False,0.0,unverified,,,https://www.sabanventures.com/portfolio,2025-03-11 21:37:29
Orangogo,0.0,,,,SEED,,False,0.0,unverified,,,https://socialfare.org/en/start-up/sport-grand-tour/,2025-03-11 21:37:29
Wint,0.315,,,,EARLY VC,Almi investment,False,0.0,unverified,,round_type,https://nordic9.com/news/almi-invests-in-accounting-company-wint-news9472032204/,2025-03-11 21:37:29
Pila Pharma,0.120976,,,,SEED,,False,0.0,unverified,,,https://www.almi.se/Almi-Invest/Aktuellt/Pila-Pharma/,2025-03-11 21:37:29
Vector Watch,0.0,2017.0,2017.0,,SERIES A,,False,0.0,unverified,,round_type,https://octavianpat21.medium.com/life-lessons-i-learned-from-investing-in-vector-watch-ebdd3cbbaf28,2025-03-11 21:37:29
Eneza education,0.0,,,,SEED,,False,0.0,unverified,,,https://enezaeducation.com/eneza-education-founding-story-a-tale-of-passion-for-under-served-learners/,2025-03-11 21:37:29
ULEMCo,0.198,150.0,149.802,75657.57575757575,SEED,Seed,True,0.5,unverified,round_type,amount,https://www.liverpoolecho.co.uk/news/business/hydrogen-fuel-firm-ulemco-secures-7366535,2025-03-11 21:37:29
Laccure AB,1.488449,,,,EARLY VC,,False,0.0,unverified,,,https://www.aqilion.com/en/puls-bolagen-laccure-och-glactone-tar-in-nytt-kapital/,2025-03-11 21:37:29
Komaza,0.53713,,,,EARLY VC,,False,0.0,unverified,,,https://www.hrsv.info/project/komaza/,2025-03-11 21:37:29
Chameleon Technology,0.99,,,,EARLY VC,Not mentioned,False,0.0,unverified,,round_type,https://www.finance-yorkshire.com/news-and-events/no-disguising-business-success-for-chameleon-after-investment,2025-03-11 21:37:29
4energy Ltd.,9.24,7.0,2.24,24.242424242424242,EARLY VC,Not specified,False,0.0,unverified,,"amount, round_type",https://www.businessgreen.com/news/2270602/british-gas-leads-gbp7m-financing-of-energy-efficiency-startup,2025-03-11 21:37:29
Bornfight,1.65,,,,SEED,,False,0.0,unverified,,,https://novac.jutarnji.hr/novac/aktualno/tomislav-grubisic-osnivac-bornfighta-u-poduzetnickom-mindsetu-mi-smo-firma-koja-gradi-druge-firme-15251552,2025-03-11 21:37:29
AddBIO AB,1.137513,,,,EARLY VC,Not specified,False,0.0,unverified,,round_type,https://www.mynewsdesk.com/se/acceleratorab/pressreleases/almi-invest-investerar-i-addbio-751194,2025-03-11 21:37:29
Safetica,0.88825,,,,EARLY VC,Not specified in the news article,False,0.0,unverified,,round_type,https://www.lupa.cz/clanky/ondrej-tomek-investuje-do-spolecnosti-safetica-technologies/,2025-03-11 21:37:29
CelluComp,1.1,,,,SEED,,False,0.0,unverified,,,https://www.ecologic.eu/sites/default/files/publication/2018/3513-bio-based-products-15-success-stories.pdf,2025-03-11 21:37:29
CelluComp,1.1,,,,SEED,,False,0.0,unverified,,,https://www.ecologic.eu/sites/default/files/publication/2018/3513-bio-based-products-15-success-stories.pdf,2025-03-11 21:37:29
CelluComp,0.0,,,,SEED,,False,0.0,unverified,,,https://www.ecologic.eu/sites/default/files/publication/2018/3513-bio-based-products-15-success-stories.pdf,2025-03-11 21:37:29
CelluComp,0.0,,,,SEED,,False,0.0,unverified,,,https://www.ecologic.eu/sites/default/files/publication/2018/3513-bio-based-products-15-success-stories.pdf,2025-03-11 21:37:29
Prototool Manufacturing Limited,10.0,,,,SEED,,False,0.0,unverified,,,https://prototool.com/led-lamp-parts-manufacturing/,2025-03-11 21:37:29
Robart,0.0,,,,SEED,,False,0.0,unverified,,,https://www.tech2b.at/start-up/robart,2025-03-11 21:37:29
TCX,7.81,,,,EARLY VC,,False,0.0,unverified,,,https://www.bio-invest.be/en/investments/the-currency-exchange-fund-n-v,2025-03-11 21:37:29
Displaydata,3.96,,,,SERIES C,,False,0.0,unverified,,,https://web.archive.org/web/20180805160442/http://www.silverpeakib.com/transactions,2025-03-11 21:37:29
Symcel,0.0,,,,SEED,,False,0.0,unverified,,,https://sting.co/companies/symcel/,2025-03-11 21:37:29
SILIOS Technologies,1.43,1.3,0.1299999999999999,9.090909090909085,SEED,First round,False,0.5,unverified,amount,round_type,https://www.lightwaveonline.com/business/market-research/article/16657467/ion-beam-spinoff-silios-technologies-raises-eur13m-in-first-round-funding,2025-03-11 21:37:29
